ST_CASE,STATE,PEDS,VE_TOTAL,PERSONS,COUNTY,DAY_WEEK,HOUR,ROUTE,FUNC_SYS,LATITUDE,LONGITUD,TYP_INT,REL_ROAD,LGT_COND,WEATHER,FATALS,NUM_INJURED
421128,42,0,2,3,3,1,11,6,3,40.42102222,-79.92749167,3,1,1,1,1,3
421129,42,0,1,1,51,1,5,3,3,40.05795,-79.5622,1,1,2,2,1,1
421130,42,0,2,2,1,6,16,3,3,40.01919722,-77.09461667,3,1,1,1,1,1
421131,42,0,2,4,71,1,1,2,3,40.000675,-76.07935278,2,1,2,1,1,4
421132,42,0,2,4,83,7,11,2,3,41.79494444,-78.25058611,1,1,1,1,1,4
421133,42,0,2,3,55,4,22,3,4,39.86171111,-77.63065556,1,1,2,1,1,3
421134,42,0,1,1,3,2,5,3,3,40.48405556,-79.90711111,1,4,3,2,1,1
421136,42,5,3,5,91,7,14,5,7,40.01671111,-75.24266389,1,1,1,1,1,5
440001,44,0,2,2,7,2,11,3,3,42.00063611,-71.55626111,1,1,1,1,1,2
440002,44,1,2,3,7,1,20,0,4,42.005,-71.4977,1,1,2,2,1,1
440003,44,0,1,1,3,2,1,1,1,41.66663611,-71.50429444,1,4,2,2,1,1
440004,44,1,1,1,7,3,11,3,3,41.87159167,-71.53106111,1,1,1,1,1,2
440005,44,0,2,2,7,3,20,3,5,41.97772222,-71.48808056,1,1,3,1,1,2
440006,44,0,1,1,5,5,17,0,5,41.56988056,-71.3656,1,4,2,1,1,1
440007,44,0,3,1,7,4,21,0,4,41.793525,-71.45775,1,2,3,1,1,1
440008,44,0,2,3,3,3,13,0,4,41.70366389,-71.54041667,3,1,1,1,1,1
440009,44,0,1,1,9,4,6,3,3,41.59019444,-71.63776111,1,4,1,1,1,1
440010,44,0,1,2,7,7,19,2,2,41.82134444,-71.47263333,1,4,3,1,1,2
440011,44,0,1,2,7,1,4,0,3,41.81724444,-71.415075,3,4,3,1,2,2
440012,44,0,2,2,7,2,12,3,3,42.00896111,-71.42846389,1,1,1,1,2,2
440013,44,1,1,1,7,3,22,2,3,41.83870556,-71.40918611,1,1,2,1,1,1
440014,44,1,1,1,9,5,23,0,4,41.38309167,-71.82145278,1,1,3,1,1,1
440015,44,0,1,1,7,4,9,1,1,41.78766667,-71.50588056,1,4,1,1,1,1
440016,44,0,2,2,3,2,11,2,3,41.64829444,-71.46008333,1,1,1,1,1,2
440017,44,0,2,6,7,2,19,3,3,41.97368889,-71.45507778,1,1,3,1,1,5
440018,44,0,1,1,9,1,14,3,3,41.46674722,-71.62021667,1,4,1,10,1,1
440019,44,0,2,2,7,4,22,3,2,41.90373889,-71.44767778,1,1,3,1,1,2
440020,44,0,2,3,7,4,20,3,3,41.78065,-71.40082778,2,1,3,1,2,2
440022,44,0,1,1,7,7,0,3,4,41.87798333,-71.39063889,3,4,3,1,1,1
440023,44,0,1,1,3,7,3,3,3,41.70915278,-71.39787778,3,3,3,1,1,1
440024,44,0,2,3,7,1,22,2,3,41.834725,-71.56455,1,1,3,1,1,3
440025,44,0,2,3,7,6,23,0,4,41.99648333,-71.52257778,3,1,3,1,1,2
440026,44,0,1,1,7,1,2,1,1,41.8123,-71.35787222,1,4,3,2,1,1
440027,44,0,1,1,3,5,13,0,4,41.73715833,-71.43988611,1,4,1,10,1,1
440029,44,0,1,1,5,2,19,0,7,41.52039167,-71.23322222,1,4,1,1,1,1
440030,44,0,2,3,7,7,19,3,5,41.74590278,-71.60098611,1,1,1,1,1,3
440031,44,0,1,1,9,7,16,3,5,41.54042778,-71.67710833,1,4,1,10,1,1
440032,44,0,1,1,7,5,17,3,2,41.86870833,-71.43076944,1,4,1,1,1,1
440033,44,0,2,3,7,2,20,3,4,41.76686944,-71.54418889,1,1,2,1,1,2
440034,44,0,2,2,3,5,7,3,3,41.71433611,-71.37805556,2,1,1,1,1,1
440035,44,0,1,1,3,5,23,0,4,41.67349167,-71.53017778,3,4,3,1,1,1
440036,44,0,1,1,7,1,2,3,3,42.00234167,-71.509,3,4,3,1,1,1
440037,44,0,2,2,7,2,14,3,3,41.77842778,-71.46996667,2,1,1,1,1,2
440038,44,0,1,1,7,7,22,3,3,41.83406111,-71.34825833,3,4,3,2,1,1
440039,44,3,1,1,7,4,14,96,96,41.87145556,-71.52878889,1,5,1,1,1,4
440040,44,0,1,1,7,6,16,1,1,41.87561667,-71.37984722,1,3,1,1,1,1
440041,44,0,2,3,7,2,18,3,3,41.94308056,-71.65922778,2,1,1,1,1,3
440042,44,0,2,2,7,1,3,0,4,41.81255,-71.42970556,2,1,3,10,1,2
440043,44,0,1,1,7,3,5,1,1,41.86678056,-71.40203333,1,4,4,1,1,1
440044,44,0,1,1,9,6,23,0,7,41.39278056,-71.7485,1,4,2,1,1,1
440045,44,0,2,3,7,6,19,3,3,41.84660556,-71.35323333,2,1,5,1,1,3
440046,44,0,2,2,9,4,23,0,3,41.59628056,-71.43920833,3,1,3,1,1,1
440048,44,0,1,1,9,2,11,2,2,41.39418889,-71.61156944,1,4,1,1,1,1
440049,44,1,1,1,7,2,10,0,4,41.99968889,-71.51623889,3,1,1,1,1,1
440050,44,0,1,1,1,5,22,0,5,41.76623056,-71.29526944,1,4,3,1,1,1
440051,44,0,1,1,7,7,10,3,3,41.86043889,-71.53036389,1,5,1,1,1,1
440052,44,0,1,1,7,5,15,0,5,41.79928611,-71.4416,1,4,1,1,1,1
440053,44,0,1,1,7,1,4,0,4,41.80918889,-71.38701111,1,4,3,1,1,1
440054,44,0,1,3,7,1,6,3,2,41.79775556,-71.44096111,1,4,1,1,1,3
440055,44,0,3,3,7,1,18,0,5,41.88548611,-71.34645,3,1,1,1,1,2
440056,44,1,1,1,7,4,6,2,3,41.83980833,-71.40879444,1,1,4,1,1,1
440058,44,1,1,1,5,4,8,3,3,41.50759444,-71.307825,2,1,1,1,1,1
440059,44,1,1,1,7,4,9,3,3,41.83836944,-71.4149,1,1,1,1,1,1
440060,44,0,1,2,7,6,15,0,5,41.94781667,-71.68249167,1,4,1,1,2,2
440061,44,0,1,1,7,4,1,0,5,41.86690278,-71.38455278,3,4,3,1,1,1
440062,44,2,1,1,7,4,21,3,2,41.95859722,-71.49210556,1,1,3,1,1,3
440063,44,0,3,3,7,1,3,0,4,41.79311944,-71.43768333,1,2,3,1,1,3
440064,44,1,1,1,7,5,18,3,3,42.01554722,-71.49726111,1,1,1,1,1,1
440065,44,1,1,1,7,6,6,0,4,41.82021111,-71.42761944,1,1,3,1,1,1
440066,44,1,2,2,7,6,19,1,1,41.87684167,-71.37927222,1,1,3,1,1,1
440067,44,0,1,1,7,4,1,3,3,41.73401389,-71.47924167,1,1,3,1,1,1
440068,44,0,1,2,7,1,1,0,4,41.79619444,-71.36929167,1,4,2,5,1,2
440069,44,1,1,1,7,1,19,2,3,41.84677778,-71.40506111,3,1,3,1,1,1
440070,44,0,1,2,7,7,14,3,4,41.76557222,-71.36111389,1,4,1,1,1,2
450001,45,1,1,1,13,1,0,3,7,32.43453333,-80.72544444,1,1,2,5,1,1
450002,45,0,1,1,3,1,11,3,7,33.59522778,-81.64554167,1,4,1,1,1,1
450003,45,0,1,1,15,1,12,3,5,33.04451944,-80.09301944,1,4,1,1,1,1
450004,45,0,2,3,85,1,12,2,3,33.90235278,-80.24945278,1,1,1,1,1,3
450005,45,0,2,2,63,2,22,3,4,33.83948611,-81.15480556,1,1,2,1,1,1
450006,45,1,1,6,73,2,5,2,3,34.68167222,-83.009175,1,1,2,10,1,1
450007,45,0,1,1,83,3,13,4,7,35.06625,-82.11634722,1,4,1,10,1,1
450008,45,0,2,2,51,3,17,3,4,33.85624444,-78.75803056,3,1,1,1,1,1
450009,45,0,2,6,91,3,12,3,3,35.0074,-80.92485,1,1,1,1,1,6
450010,45,1,1,1,19,3,18,2,3,32.79353889,-79.93191111,1,1,3,1,1,1
450011,45,0,1,1,27,4,18,1,1,33.74006944,-80.20796111,1,3,2,1,1,1
450012,45,1,1,1,79,4,23,3,4,34.02971944,-81.03198889,1,1,3,1,1,1
450013,45,0,2,2,67,4,21,2,3,34.18803333,-79.33332222,1,1,2,1,1,2
450014,45,0,1,1,25,4,22,3,5,34.67109444,-79.98388056,1,1,2,5,1,1
450015,45,1,1,1,91,5,19,3,3,34.97671944,-80.9931,1,1,3,1,1,1
450016,45,0,2,2,79,5,11,1,1,34.07316944,-81.00794167,1,3,1,1,1,1
450017,45,0,2,3,59,5,20,1,1,34.44495833,-81.77105278,1,1,2,1,1,2
450018,45,1,1,1,83,6,1,3,4,35.03023611,-81.96788056,1,1,2,1,1,1
450019,45,0,2,2,7,7,10,2,3,34.47601667,-82.66860278,1,1,1,1,1,1
450020,45,1,1,2,19,7,5,4,4,32.86568056,-80.02773889,1,1,6,1,1,1
450021,45,0,1,1,3,1,4,3,5,33.43321944,-81.71441111,1,4,2,1,1,1
450022,45,0,2,2,53,1,14,3,7,32.29713889,-81.08783056,1,1,1,1,1,1
450023,45,1,1,1,45,1,18,2,3,34.84728056,-82.44730833,1,1,2,1,1,1
450024,45,0,2,2,15,2,17,3,4,33.09085,-79.80493889,1,1,2,1,1,2
450025,45,1,1,1,41,2,18,3,4,34.22892222,-79.74904722,1,1,2,1,1,1
450026,45,0,1,1,79,3,2,2,3,33.95781111,-80.70466944,1,4,2,1,1,1
450027,45,0,1,1,47,3,12,3,3,34.19033889,-82.23676389,1,4,1,1,1,1
450028,45,0,2,3,31,3,19,2,3,34.28141944,-80.11505556,1,1,3,1,1,3
450029,45,0,2,2,83,4,12,3,4,35.04671944,-81.98303056,2,1,1,10,1,1
450030,45,0,1,1,69,6,19,3,7,34.65551944,-79.58274444,1,4,2,10,1,1
450031,45,1,1,3,89,6,19,3,4,33.73922778,-79.4483,1,1,2,1,1,1
450032,45,0,2,2,31,7,6,1,1,34.20576944,-79.99744444,1,4,2,1,1,2
450033,45,0,1,1,27,1,2,3,5,33.61209722,-80.39343056,2,4,6,1,1,1
450034,45,0,1,1,75,1,11,1,1,33.37434167,-80.52184722,1,4,1,1,1,1
450035,45,1,1,3,13,1,22,2,3,32.21579444,-80.70558611,1,1,2,1,1,1
450036,45,0,2,3,51,2,3,2,3,33.76999444,-78.97843611,1,1,2,1,1,2
450037,45,0,2,2,15,2,20,3,5,33.3089,-79.97441111,1,1,2,1,1,2
450038,45,0,1,1,85,3,4,2,3,34.042775,-80.32098889,1,4,2,1,1,1
450039,45,0,2,6,31,3,6,3,5,34.28057778,-80.08603889,1,1,2,10,2,5
450040,45,0,2,2,91,3,18,2,3,34.89098056,-80.95163889,1,1,2,1,1,1
450041,45,1,1,1,91,4,18,2,3,34.91183611,-80.97431944,1,1,5,1,1,1
450042,45,0,1,2,17,5,5,3,4,33.62627778,-80.68498889,1,1,2,5,1,2
450043,45,1,1,1,51,5,7,2,3,33.66576944,-78.96984444,2,1,4,1,1,1
450044,45,0,1,1,45,5,23,3,5,35.01616667,-82.48193889,1,4,2,1,1,1
450045,45,0,2,2,41,6,16,3,5,33.96122222,-79.80458333,1,4,1,1,1,1
450046,45,0,1,1,75,7,2,3,5,33.56365556,-80.90557222,1,4,3,1,1,1
450047,45,1,1,3,3,7,20,2,3,33.49996389,-81.90861944,1,1,2,1,1,1
450048,45,0,2,2,55,1,15,3,4,34.23347778,-80.73816944,1,1,1,2,1,2
450049,45,0,1,1,63,1,20,3,5,33.79091667,-81.04725278,1,4,2,2,1,1
450050,45,0,1,4,39,1,22,3,7,34.30783611,-81.12595556,1,4,2,2,1,4
450051,45,0,1,1,23,2,15,1,1,34.818875,-81.03383056,1,4,1,1,1,1
450052,45,0,2,2,77,4,7,2,2,34.74938056,-82.71028611,1,1,2,2,1,1
450053,45,0,1,1,89,4,14,3,5,33.56194444,-79.71102778,1,4,1,2,1,1
450054,45,0,2,2,21,5,15,2,3,35.16698056,-81.84334444,1,1,1,1,1,1
450055,45,0,2,2,15,5,6,3,4,32.96156111,-79.81623889,1,1,4,1,1,2
450057,45,1,1,1,75,6,21,2,3,33.48703889,-80.86221111,1,1,3,1,1,1
450058,45,0,2,2,7,6,16,3,5,34.53474722,-82.43586111,2,1,1,1,1,1
450059,45,0,2,2,45,6,18,2,3,34.73109444,-82.38969722,3,1,1,1,1,2
450060,45,0,2,2,59,7,0,3,5,34.47293611,-81.97420278,1,1,2,1,1,2
450061,45,0,2,2,79,7,10,3,7,34.17035,-80.93971111,1,4,1,1,1,2
450062,45,0,2,2,79,7,4,1,1,34.07386944,-80.95763889,1,1,2,1,1,2
450063,45,0,1,1,83,7,4,3,3,34.93751389,-82.19021667,1,4,2,1,1,1
450064,45,1,1,1,83,7,6,1,1,34.99793056,-81.99168611,1,1,2,1,1,2
450065,45,0,1,1,55,1,1,3,3,34.21418611,-80.70819167,3,4,3,1,1,1
450066,45,0,2,2,83,1,10,3,5,34.88748333,-82.06891111,1,1,1,10,1,2
450067,45,0,1,1,45,2,23,4,7,34.68480278,-82.30603333,1,4,2,1,1,1
450068,45,1,1,1,79,3,18,2,3,33.96283889,-80.94183889,2,1,3,1,1,1
450069,45,1,1,1,19,4,19,3,3,32.88338056,-80.0658,1,1,6,10,1,1
450070,45,0,1,2,75,4,23,3,7,33.40870278,-80.71099444,1,4,6,1,1,2
450071,45,0,2,1,27,6,18,1,1,33.87763056,-80.10233611,1,4,5,1,1,1
450072,45,0,1,1,73,6,21,3,7,34.64213611,-83.21626111,1,4,2,1,1,1
450073,45,1,1,1,19,6,6,3,3,32.78696111,-79.95421111,1,1,3,2,1,1
450074,45,0,1,1,47,1,2,3,5,34.10256389,-82.24458611,1,4,2,1,1,1
450075,45,0,1,1,81,1,0,3,5,33.89388056,-81.58073611,1,4,2,1,1,1
450076,45,0,2,2,15,1,4,1,1,33.06423056,-80.18076944,1,1,2,1,2,2
450077,45,1,1,1,43,1,22,2,3,33.37990556,-79.42854444,1,1,6,5,1,1
450078,45,0,2,5,15,2,17,3,7,33.03385833,-80.14334444,1,1,1,1,1,5
450079,45,0,2,4,45,2,0,3,5,34.87405278,-82.30813889,1,1,2,1,1,4
450080,45,1,1,1,3,2,17,1,1,33.68153611,-81.62651111,1,1,1,1,1,1
450081,45,1,1,1,83,2,19,3,5,35.169675,-81.98851389,1,1,2,1,1,1
450082,45,0,1,1,19,2,0,3,5,32.76975,-80.09378056,1,4,2,5,1,1
450083,45,0,1,1,87,3,15,3,3,34.54254722,-81.53939167,1,4,1,1,1,1
450084,45,0,1,2,83,4,12,3,5,34.89088889,-81.96952778,1,4,1,1,1,2
450085,45,1,2,2,17,4,21,3,7,33.70679167,-80.918725,1,1,2,1,1,1
450086,45,0,2,2,61,5,9,3,7,34.32265,-80.17501944,2,1,1,1,1,1
450087,45,0,2,2,3,5,11,2,3,33.59456667,-81.69124722,1,1,1,1,1,1
450088,45,0,1,1,77,5,15,4,7,34.886325,-82.77198056,1,4,1,10,1,1
450089,45,0,2,2,57,5,16,2,3,35.00401389,-80.85507222,1,1,1,1,1,1
450090,45,0,1,1,55,6,1,3,4,34.23887222,-80.61674167,3,4,2,2,1,1
450091,45,1,1,2,41,6,19,2,3,33.84113056,-79.76566944,1,1,2,1,1,1
450092,45,1,1,2,51,7,1,3,7,33.88207778,-78.60999444,1,1,2,2,1,1
450093,45,1,3,2,15,7,2,1,1,32.99846111,-80.09411944,1,1,2,2,1,1
450094,45,0,1,1,45,7,14,3,5,34.99883611,-82.31226667,1,4,1,1,1,1
450095,45,0,1,1,7,7,23,3,4,34.65083889,-82.48819167,1,4,2,2,1,1
450096,45,0,1,1,85,1,0,2,3,34.06575,-80.31828889,1,4,6,2,1,1
450097,45,1,3,3,15,1,1,3,5,33.030275,-80.09125556,1,11,2,2,1,1
450098,45,0,1,1,51,1,23,3,7,33.78981389,-78.77319444,1,4,2,1,1,1
450099,45,0,2,2,75,2,21,3,5,33.35128056,-80.42356111,1,1,2,1,1,1
450100,45,0,2,2,57,2,15,3,5,34.78316944,-80.57165556,1,1,1,1,1,2
450101,45,0,1,1,43,2,20,3,4,33.57387222,-79.42859722,1,4,2,1,1,1
450102,45,1,1,1,41,2,23,3,7,33.806275,-79.47913889,1,1,2,1,1,1
450103,45,1,2,2,45,4,18,3,3,34.88927222,-82.383575,1,1,6,10,1,1
450104,45,0,1,2,15,4,2,3,7,32.91648889,-80.0188,4,4,3,1,1,2
450105,45,0,3,3,91,4,18,3,3,34.91025,-81.01610278,1,1,3,1,1,1
450106,45,0,2,2,85,2,21,3,4,33.91240556,-80.32331944,3,1,2,1,1,1
450107,45,0,4,7,21,5,22,1,1,35.15012222,-81.49208056,1,1,2,1,1,2
450108,45,1,1,1,27,5,13,2,3,33.71299167,-80.20096389,1,1,1,1,1,2
450109,45,0,1,1,75,5,13,2,3,33.46986389,-80.79941111,1,3,1,1,1,1
450110,45,0,2,6,15,5,15,3,4,32.91629722,-79.88405556,1,1,1,1,1,5
450111,45,0,3,4,51,5,20,3,2,33.85358611,-78.69790556,1,1,2,1,1,3
450112,45,0,2,3,35,7,17,3,4,32.86643333,-80.28048333,1,1,1,1,1,3
450113,45,1,1,2,15,7,19,3,7,33.38288056,-79.85823056,1,1,2,1,1,1
450114,45,1,1,2,45,5,21,2,3,34.80412222,-82.43084444,1,1,6,1,1,1
450115,45,2,1,2,67,7,18,3,4,34.21943611,-79.25788889,3,1,3,1,1,2
450116,45,0,2,5,25,7,22,2,3,34.61431944,-79.8751,1,1,2,1,1,4
450117,45,0,1,1,15,1,6,3,5,33.37714444,-79.84228333,1,4,2,1,1,1
450118,45,0,2,2,13,1,16,3,3,32.31160556,-80.93466667,2,1,1,1,1,1
450119,45,0,1,1,13,2,22,2,3,32.36317222,-80.4516,1,4,2,1,1,1
450120,45,2,1,1,15,2,0,2,3,33.37626111,-79.9334,1,1,2,1,1,2
450121,45,0,1,3,23,2,12,3,4,34.62303056,-81.08715,1,4,1,1,1,3
450122,45,0,1,3,23,3,11,3,5,34.80634722,-81.01301944,1,4,1,1,2,3
450123,45,0,2,2,85,3,14,3,5,33.90498889,-80.21366389,2,1,1,10,1,1
450124,45,1,2,3,41,4,21,2,3,34.22393056,-79.79228056,1,1,6,1,1,1
450125,45,0,2,2,39,4,5,3,4,34.28713889,-80.91393889,1,1,2,1,1,2
450126,45,0,1,3,7,4,18,4,7,34.72072222,-82.57643056,1,4,2,1,1,2
450127,45,0,3,1,45,5,0,4,5,34.76895278,-82.34760556,1,4,2,1,1,1
450128,45,0,1,1,47,5,17,2,3,34.14825833,-82.14277778,1,4,1,1,1,1
450129,45,1,1,1,23,6,1,3,3,34.7103,-81.19081944,1,1,2,1,1,1
450130,45,0,2,2,79,6,7,1,1,33.95202778,-80.96676944,1,1,1,1,1,1
450131,45,0,1,2,63,7,4,2,3,33.93226944,-81.4844,1,4,2,2,1,2
450132,45,0,2,2,51,6,13,2,3,33.86468333,-79.09625833,1,1,1,1,1,1
450133,45,0,2,2,83,7,8,3,4,34.87564444,-82.14557222,2,1,1,1,1,2
450134,45,0,1,2,45,7,23,2,3,35.1661,-82.47063056,1,3,2,10,1,2
450135,45,1,1,2,75,7,21,2,3,33.46268333,-80.51376389,1,1,3,1,1,3
450136,45,0,1,4,75,7,16,1,1,33.41391944,-80.49721111,1,4,1,1,1,4
450137,45,1,1,1,13,2,19,2,3,32.44121667,-80.71943611,1,1,2,1,1,1
450138,45,0,3,5,15,2,6,3,5,33.15799167,-80.08302222,1,1,2,5,2,3
450139,45,1,1,1,9,3,19,3,5,33.11749167,-81.04708056,1,1,2,1,1,1
450140,45,1,1,1,31,3,21,2,3,34.24821944,-79.8227,1,1,2,1,1,2
450141,45,0,3,3,63,3,10,3,4,34.08613333,-81.22518056,2,1,1,1,1,1
450142,45,0,2,2,3,3,15,3,5,33.56646944,-81.8924,2,1,1,1,1,1
450143,45,1,1,1,19,2,21,2,3,32.7821,-79.98631111,1,1,6,1,1,1
450144,45,1,1,1,83,6,12,2,3,34.93983889,-81.92803889,1,1,1,1,1,1
450145,45,0,1,3,45,4,2,3,7,35.02496944,-82.33204722,1,4,2,1,1,3
450146,45,0,2,4,19,4,14,3,3,32.68545,-79.95948889,3,1,1,1,1,1
450147,45,0,2,3,19,5,11,3,3,32.85311111,-79.98803056,2,1,1,1,2,3
450148,45,0,2,2,81,5,12,2,3,34.03013056,-81.65059444,2,1,1,10,1,1
450149,45,1,1,3,51,2,15,4,7,33.6708,-78.9546,2,1,1,1,1,1
450150,45,0,4,6,91,1,18,2,3,34.95378889,-81.01463056,1,1,3,2,1,3
450151,45,0,1,1,45,7,22,4,7,34.84273056,-82.32996944,1,4,6,1,1,1
450152,45,1,1,2,29,3,19,3,4,32.92186944,-80.67098889,1,1,6,1,1,1
450153,45,0,1,1,19,5,20,3,5,32.7646,-80.24021944,1,1,3,1,1,1
450154,45,0,1,1,29,5,1,1,1,32.77490278,-80.79869722,1,3,2,1,1,1
450155,45,0,1,3,91,5,23,3,4,35.01458889,-80.96631111,1,4,6,2,1,3
450156,45,0,1,1,13,6,10,3,7,32.375825,-80.5873,1,4,1,1,1,1
450157,45,0,2,2,43,6,17,3,4,33.42679722,-79.29143889,1,1,1,1,1,2
450158,45,1,2,2,83,6,18,3,4,34.92936944,-81.98856944,1,1,5,2,1,1
450159,45,0,1,1,45,6,21,3,4,34.82016111,-82.41465,3,4,3,2,1,1
450160,45,0,1,1,19,7,2,3,5,32.70258889,-80.10843056,1,4,2,10,1,1
450161,45,1,1,1,79,7,5,1,1,34.00514444,-80.956375,1,1,4,1,1,2
450162,45,0,2,3,63,7,12,1,3,33.95158889,-81.24531944,1,1,1,1,1,3
450163,45,0,2,3,57,7,10,3,3,34.753675,-80.55441389,1,1,1,1,1,2
450164,45,0,2,5,19,7,14,2,3,32.9265,-80.03361944,3,1,1,1,1,2
450165,45,0,2,2,45,7,16,3,5,34.97251111,-82.50602222,3,1,1,1,1,1
450166,45,0,1,3,29,7,17,3,5,32.73583611,-80.80913333,1,4,1,1,1,3
450167,45,0,2,4,7,1,15,3,4,34.5591,-82.64306944,1,1,1,1,1,4
450168,45,0,1,1,79,1,2,3,3,34.03403056,-81.02816111,1,4,2,1,1,1
450169,45,0,2,2,39,2,6,3,5,34.25629167,-81.3123,1,1,2,1,1,2
450170,45,0,2,2,75,3,9,3,4,33.46065,-80.44475556,1,1,1,1,1,1
450171,45,0,2,3,83,3,13,3,4,34.98846111,-81.94643889,1,1,1,1,1,2
450172,45,0,2,2,63,3,11,3,5,34.08766944,-81.37455556,1,1,1,1,1,1
450173,45,1,1,3,15,3,19,2,3,33.36523056,-79.93736944,1,1,2,1,1,1
450174,45,1,1,1,13,3,17,2,3,32.64104722,-80.85273056,3,1,5,1,1,1
450175,45,0,2,2,43,3,18,2,3,33.39267222,-79.37050278,1,1,5,1,1,2
450176,45,0,2,2,69,4,3,3,3,34.55798611,-79.66128333,1,1,3,1,1,1
450177,45,0,5,6,79,4,12,2,3,34.04935278,-81.10498056,2,1,1,1,1,3
450178,45,0,2,2,35,4,5,3,4,32.93056944,-80.17253333,1,1,2,1,1,1
450179,45,0,1,1,29,4,19,3,5,32.77266389,-80.68723333,1,4,2,1,1,1
450180,45,0,2,2,51,4,6,3,4,33.68520278,-78.97039167,1,1,4,1,1,1
450181,45,1,5,5,19,5,16,3,3,32.90463889,-80.02086111,2,1,1,1,1,5
450182,45,0,2,2,81,5,15,3,5,33.92169722,-81.70771944,1,1,1,1,1,1
450183,45,0,1,1,79,5,12,3,4,33.98620278,-81.032775,1,4,1,1,1,1
450184,45,0,2,3,43,6,18,2,3,33.41901944,-79.17934167,1,1,3,1,1,2
450185,45,1,1,1,83,6,23,1,1,34.9744,-81.94066389,1,1,2,1,1,1
450186,45,0,1,1,15,6,13,3,7,33.19139444,-80.00643889,1,4,1,10,1,1
450188,45,0,2,3,83,6,23,2,3,34.97898333,-81.87196944,2,1,6,1,3,3
450189,45,0,1,1,85,1,9,3,3,34.00662222,-80.49084722,1,4,1,2,1,1
450190,45,0,2,2,83,1,21,3,3,34.94081389,-82.18580833,1,1,2,10,1,1
450191,45,0,2,3,3,1,10,3,4,33.40412222,-81.85445278,3,1,1,2,1,3
450192,45,0,1,1,19,1,23,3,4,32.80183056,-80.10893056,2,3,6,2,1,1
450193,45,0,2,2,53,2,16,2,3,32.43450556,-81.00516389,1,1,1,1,1,2
450194,45,0,1,1,83,3,7,1,1,34.61638056,-81.90053333,1,4,1,1,1,1
450195,45,0,2,2,85,4,7,3,4,33.93703889,-80.46258889,1,1,1,1,1,2
450197,45,0,4,6,41,4,12,3,4,34.19778611,-79.81933611,2,1,1,1,1,5
450198,45,0,2,7,85,4,8,3,4,33.93734722,-80.46691389,1,1,1,1,1,1
450199,45,0,2,2,79,4,20,2,3,33.95636111,-80.92993889,2,1,3,1,1,1
450200,45,1,1,1,77,4,20,3,7,34.68226111,-82.8479,3,1,5,1,1,1
450201,45,0,2,2,25,7,0,2,3,34.81550833,-80.41714722,2,1,3,2,1,2
450202,45,0,1,1,33,7,2,3,5,34.48665833,-79.39749444,4,4,2,2,1,1
450203,45,0,2,5,41,7,23,3,4,34.14475278,-79.85599722,1,1,2,1,1,5
450204,45,0,1,1,75,1,19,1,1,33.43323333,-80.69629722,1,3,5,1,1,1
450205,45,0,2,2,43,2,16,2,3,33.43386389,-79.13728611,2,1,1,1,1,2
450206,45,0,1,1,81,3,20,3,7,33.85213889,-81.65898056,4,4,3,1,1,1
450207,45,1,1,1,83,3,0,2,3,34.92520556,-81.83493056,1,1,6,1,1,2
450208,45,0,1,2,85,2,22,3,7,33.92300278,-80.38079722,1,4,6,1,1,2
450209,45,0,1,1,85,3,0,2,3,33.94776111,-80.61903056,1,1,2,1,1,1
450210,45,0,2,3,51,4,18,3,5,34.04124722,-78.96695833,2,1,1,2,1,3
450211,45,0,2,4,51,6,7,2,3,33.92196111,-79.15466944,3,1,1,1,1,4
450212,45,0,3,8,11,6,20,3,5,33.14021944,-81.25126944,1,1,2,1,2,6
450213,45,0,1,1,73,6,21,3,4,34.90448056,-82.98749722,1,4,5,1,1,1
450214,45,0,1,1,83,6,4,3,5,34.94761667,-81.95110833,1,4,2,1,1,1
450215,45,1,1,1,27,7,7,3,5,33.69914444,-80.45420278,1,1,4,1,1,1
450216,45,0,1,1,75,7,3,3,6,33.37786667,-80.82331667,1,4,2,1,1,1
450217,45,1,1,1,51,7,20,3,4,33.68581389,-78.974825,1,1,2,1,1,1
450218,45,0,1,2,15,7,20,3,5,33.14971389,-80.19186667,1,4,2,1,2,2
450219,45,0,3,4,3,7,11,3,4,33.52205,-81.97948056,1,1,1,2,1,2
450220,45,0,1,1,3,7,22,3,7,33.62648889,-81.39658889,1,4,2,1,1,1
450221,45,1,1,1,59,7,16,4,7,34.64925,-82.18193889,1,1,1,1,1,1
450222,45,0,2,3,85,1,16,2,3,33.90752222,-80.14609444,2,1,1,2,1,3
450223,45,0,2,2,35,1,21,3,4,33.03153056,-80.24535278,1,1,2,1,1,2
450224,45,0,2,3,71,1,13,1,1,34.23734722,-81.4561,1,1,1,10,1,1
450225,45,0,1,1,63,1,7,3,4,33.90786111,-81.106,1,4,1,10,1,1
450226,45,1,1,1,45,2,21,2,3,34.75216111,-82.39286944,1,1,2,1,1,1
450227,45,0,2,3,53,2,8,3,7,32.31083056,-81.08443889,1,1,1,1,2,2
450228,45,0,2,3,19,2,13,3,4,32.73151944,-80.26306111,1,1,1,10,1,3
450229,45,1,1,1,15,2,21,2,3,33.21091111,-79.98038889,1,1,3,1,1,1
450230,45,0,2,2,51,3,14,3,3,33.64152778,-78.97074722,1,1,1,1,1,2
450231,45,0,2,2,77,4,7,2,3,34.73591944,-82.72086111,1,1,4,1,1,1
450232,45,0,1,1,27,4,7,3,7,33.51521389,-80.40271944,1,4,1,1,1,1
