ST_CASE,STATE,PEDS,VE_TOTAL,PERSONS,COUNTY,DAY_WEEK,HOUR,ROUTE,FUNC_SYS,LATITUDE,LONGITUD,TYP_INT,REL_ROAD,LGT_COND,WEATHER,FATALS,NUM_INJURED
240514,24,0,2,2,5,1,1,4,5,39.32198333,-76.74519167,2,1,3,1,1,2
240515,24,0,3,2,33,6,1,3,3,38.92653889,-76.88692778,2,1,3,1,1,2
240516,24,1,1,1,33,6,2,1,1,38.82251111,-76.88618611,1,1,2,1,1,2
240518,24,0,3,5,31,4,22,3,3,39.05080278,-77.05148611,1,3,3,1,1,5
240520,24,1,1,1,33,3,3,3,2,38.82113889,-76.92061944,1,1,2,10,1,1
240522,24,0,2,3,3,4,21,3,3,38.85788056,-76.609925,1,1,2,1,1,3
240523,24,1,2,3,31,3,18,3,3,39.07488056,-77.11553056,2,1,3,10,1,1
240524,24,0,2,3,35,5,11,2,3,38.97776111,-76.133875,1,1,1,10,1,3
240525,24,0,2,3,43,1,15,4,7,39.70632778,-78.26800556,1,1,1,1,1,3
240526,24,0,1,3,47,5,4,4,5,38.26656944,-75.52926389,1,4,2,1,1,3
240527,24,0,2,2,11,6,11,3,5,38.765325,-75.91230556,2,1,1,1,1,2
240528,24,1,1,1,21,7,20,2,2,39.43269167,-77.41384167,1,1,2,1,1,1
240529,24,1,1,1,5,7,16,4,4,39.40368056,-76.58248611,1,1,1,1,1,1
240530,24,0,1,1,5,1,18,3,4,39.25681944,-76.50226944,1,3,2,1,1,1
240532,24,0,1,1,15,3,14,3,4,39.69679444,-75.80085,3,4,1,1,1,1
240533,24,0,1,1,37,4,8,4,5,38.26285556,-76.45439167,4,4,1,2,1,1
240534,24,1,2,2,27,6,5,2,3,39.20950278,-76.724125,1,1,2,1,1,1
240535,24,0,2,2,15,6,17,4,7,39.63294722,-75.9165,3,1,6,1,1,2
240536,24,0,2,3,5,4,9,4,5,39.31866389,-76.46471944,2,1,1,1,1,1
240537,24,1,1,1,5,4,0,3,2,39.32706667,-76.4822,1,1,3,10,1,1
240538,24,0,2,2,33,7,17,3,5,38.98475833,-76.94915833,6,1,3,1,1,1
240539,24,0,2,2,33,2,22,4,4,38.90966389,-76.89207222,2,1,3,1,1,2
240540,24,0,2,2,5,7,18,3,4,39.48795833,-76.56772222,1,1,1,1,1,2
240541,24,1,2,1,5,5,13,4,5,39.36345833,-76.79293333,1,2,1,1,1,1
240542,24,1,1,1,5,1,23,2,2,39.31201389,-76.525825,1,1,3,2,1,1
240543,24,0,2,2,5,5,8,3,4,39.36685833,-76.44922778,3,1,1,1,1,2
240544,24,0,2,2,27,5,18,3,5,39.31015,-76.98044167,3,1,1,1,1,1
240545,24,0,1,1,27,7,3,4,4,39.20102222,-76.88526389,1,4,2,1,1,1
240546,24,0,2,2,5,6,17,4,4,39.40565,-76.45772778,1,1,3,1,1,2
240547,24,1,1,1,33,2,22,3,2,39.06069444,-76.83915278,1,1,2,1,1,1
240549,24,0,1,1,33,1,4,3,2,39.0112,-76.86116389,1,3,2,1,1,1
240550,24,2,1,1,5,4,23,4,4,39.39301944,-76.78873056,1,1,2,1,1,2
240551,24,0,1,1,5,7,16,2,3,39.41844444,-76.37765278,1,3,1,10,1,1
240552,24,0,2,2,5,4,17,4,5,39.280225,-76.50328056,1,1,3,1,1,1
240555,24,0,2,2,31,3,12,3,3,39.16709722,-77.2293,1,4,1,2,1,2
240556,24,0,2,2,5,2,21,4,4,39.341625,-76.52204722,1,1,3,1,1,2
240557,24,0,3,5,5,2,16,3,2,39.37890278,-76.44600556,3,1,2,1,1,1
240558,24,1,1,1,510,1,16,3,3,39.34264444,-76.68316667,1,1,1,10,1,1
240559,24,0,2,3,510,1,22,3,3,39.32407222,-76.67150556,2,1,3,1,1,3
240560,24,1,1,1,33,7,1,3,3,39.1006,-76.85418611,2,4,3,1,1,2
240561,24,0,2,3,5,1,17,3,3,39.41614444,-76.62962778,2,1,3,1,1,3
240562,24,0,2,2,25,3,17,2,3,39.63517222,-76.26951389,1,2,1,1,1,1
240563,24,1,2,1,5,7,11,4,4,39.28271389,-76.50791667,1,7,1,5,1,1
240564,24,1,1,1,3,3,22,6,5,38.96760556,-76.51616667,1,1,2,1,1,1
240565,24,1,1,1,5,5,17,4,4,39.24898611,-76.68946389,3,1,5,1,1,1
240569,24,1,1,1,5,1,9,2,3,39.28381944,-76.75357778,2,1,1,1,1,1
240570,24,1,2,1,3,1,14,3,2,39.15253333,-76.74976944,1,2,1,1,1,1
240571,24,0,2,2,510,5,18,6,4,39.35767778,-76.59524167,1,1,3,10,1,1
240572,24,1,1,1,5,7,22,4,4,39.45147778,-76.803475,3,1,3,1,1,1
240575,24,1,1,1,510,4,2,6,5,39.28590278,-76.67228889,2,1,3,10,1,2
240576,24,0,2,1,510,6,22,6,3,39.30983056,-76.64904444,1,2,3,10,1,1
240577,24,0,2,4,5,1,3,3,1,39.37015278,-76.46108611,1,1,3,1,1,4
240578,24,1,1,1,510,4,0,6,4,39.31065833,-76.58621389,1,1,3,2,1,1
240582,24,1,1,1,5,5,17,3,3,39.4161,-76.77580278,1,11,3,1,1,1
240583,24,0,2,4,510,6,19,3,3,39.30170833,-76.54244444,1,1,3,10,1,3
240584,24,0,4,5,5,5,7,3,3,39.34076389,-76.722625,3,1,1,10,1,2
240585,24,1,1,1,510,1,15,3,3,39.34960833,-76.62287222,3,1,1,1,1,1
240586,24,0,2,3,5,3,15,4,5,39.351875,-76.47611389,2,1,1,1,1,2
240588,24,0,3,3,3,7,22,3,2,39.10875556,-76.78558333,1,1,2,1,1,2
240589,24,2,1,1,510,1,17,6,7,39.29242778,-76.61083611,1,4,1,10,1,2
240590,24,1,1,1,510,2,18,6,4,39.26139722,-76.65834167,3,1,1,1,1,2
240592,24,1,2,2,510,5,11,2,3,39.31102778,-76.62293889,3,1,1,1,1,1
240593,24,0,2,2,510,6,16,6,6,39.366775,-76.66853056,1,1,1,2,1,2
250001,25,0,3,4,17,1,13,1,1,42.60215278,-71.35731944,1,3,1,1,1,3
250002,25,0,1,1,17,1,20,3,4,42.59277222,-71.36679722,1,4,3,1,1,1
250003,25,0,3,2,17,4,18,0,4,42.50424722,-71.07721389,1,7,3,10,1,1
250004,25,1,1,1,13,5,19,0,5,42.19712778,-72.60353889,2,1,3,1,1,1
250006,25,0,1,1,15,7,6,3,3,42.38235833,-72.71433056,1,4,1,10,1,1
250007,25,0,2,2,21,7,17,1,1,42.21088611,-71.14569722,1,1,2,10,1,1
250010,25,1,1,1,21,2,16,0,4,42.12119167,-71.18046944,2,1,1,1,1,1
250011,25,0,1,1,23,5,13,0,5,41.78444722,-70.64770278,1,4,1,10,1,1
250012,25,0,1,2,5,1,7,3,3,41.83186111,-71.02556389,1,4,1,10,1,2
250013,25,0,1,1,17,3,9,3,3,42.55850278,-71.49120556,1,4,1,1,1,1
250014,25,0,3,6,27,5,7,1,1,42.18785,-71.87334167,1,1,1,10,1,5
250015,25,1,1,1,25,6,22,0,3,42.33251667,-71.07239444,2,1,3,2,1,1
250016,25,0,2,5,5,1,18,0,4,41.65015833,-70.90922778,2,1,3,2,1,5
250017,25,0,2,2,27,1,20,1,1,42.27328056,-71.79535278,1,1,3,2,1,2
250018,25,1,1,1,17,2,11,0,4,42.47870278,-71.42438611,1,1,1,10,1,1
250019,25,0,2,1,23,5,14,0,4,41.76366667,-70.72265556,1,7,1,10,1,1
250020,25,0,1,1,9,2,2,3,4,42.77795278,-71.08987778,1,4,3,1,1,1
250021,25,2,1,1,3,2,9,0,4,42.44994444,-73.26306667,1,1,1,1,1,1
250022,25,0,1,1,21,5,15,0,3,42.24161111,-71.14576111,1,4,1,1,1,1
250023,25,0,1,2,13,6,11,3,3,42.06395556,-72.72729167,1,1,1,6,1,2
250024,25,0,2,4,27,6,17,0,5,42.19554167,-72.04615,1,4,2,6,1,3
250025,25,0,1,1,1,6,23,0,4,41.63456944,-70.449375,1,4,3,1,1,1
250026,25,0,3,3,13,1,1,0,4,42.13168889,-72.58461667,3,1,3,1,1,3
250027,25,0,1,1,23,1,16,3,3,42.24952222,-70.91815556,2,4,1,1,1,1
250028,25,1,1,1,3,2,17,2,3,42.40369167,-73.26559167,1,1,2,1,1,1
250029,25,0,2,1,27,3,4,0,4,42.24583056,-71.81048333,1,7,3,1,1,1
250030,25,1,1,3,25,7,4,0,5,42.396675,-71.02305278,3,1,3,1,1,1
250031,25,0,2,4,13,7,16,0,3,42.126,-72.53353611,1,1,1,1,1,4
250032,25,0,1,1,23,1,3,3,3,42.13103056,-70.96773333,1,4,3,1,1,1
250033,25,0,1,2,13,1,21,1,1,42.16246389,-72.524325,1,4,2,1,1,2
250034,25,0,1,2,21,2,13,3,2,42.10563333,-71.05813889,1,3,1,1,1,2
250036,25,0,2,2,27,3,9,3,5,42.445875,-71.91518056,3,1,1,1,1,2
250037,25,0,2,2,17,3,13,3,4,42.52936667,-71.20583611,2,1,1,1,1,2
250038,25,0,2,3,17,5,9,0,5,42.62297778,-71.35993333,1,1,1,1,1,1
250039,25,1,1,1,13,5,16,3,5,42.1611,-72.61503333,3,1,1,1,1,1
250040,25,0,1,2,13,7,1,0,4,42.12703056,-72.55845833,1,4,3,1,2,2
250041,25,0,2,8,21,1,20,1,1,42.21631111,-71.03951389,1,1,2,1,1,3
250042,25,1,1,1,27,2,4,0,4,42.1616,-71.50961667,3,1,2,1,1,1
250044,25,1,1,1,21,6,1,1,1,42.273375,-71.19913056,1,2,2,5,1,1
250045,25,0,1,1,5,1,3,1,1,41.76281667,-71.23271667,1,3,3,1,1,1
250046,25,0,2,3,27,1,5,0,4,42.5973,-71.98805,1,1,4,10,2,3
250047,25,1,1,1,5,1,18,3,3,42.02385,-71.12511944,1,1,3,1,1,1
250048,25,0,2,4,21,3,11,0,3,42.25713056,-71.16226111,1,1,1,4,1,2
250049,25,1,1,1,23,3,18,0,4,42.11694722,-70.99993889,1,1,3,2,1,1
250050,25,0,2,2,17,4,17,3,3,42.65781944,-71.27132778,1,1,1,10,1,2
250051,25,1,1,1,21,4,19,3,4,42.02422222,-71.30906111,1,1,3,10,1,1
250052,25,0,3,3,25,4,19,1,1,42.34759444,-71.08571389,1,1,3,1,1,3
250053,25,0,1,1,27,4,23,1,1,42.332425,-71.67645,1,3,3,1,1,1
250054,25,0,4,5,5,3,8,3,2,41.779475,-70.9614,1,1,1,1,2,3
250055,25,0,3,3,17,6,13,3,4,42.57378611,-71.08998056,1,4,1,10,1,2
250056,25,0,1,1,5,4,21,3,2,41.64779167,-70.95559444,1,4,2,1,1,1
250057,25,0,1,1,23,2,7,0,5,42.00055,-70.71909167,1,4,1,10,1,1
250058,25,0,2,4,5,2,9,1,1,42.004575,-71.28733889,1,1,1,10,1,2
250059,25,0,1,1,5,4,10,3,2,41.74213889,-71.12388889,1,4,1,10,1,1
250060,25,1,1,1,21,5,9,0,4,42.21103333,-71.14988889,2,1,1,10,1,1
250061,25,0,2,3,21,6,19,3,3,42.06560556,-71.32519722,3,1,3,1,1,2
250062,25,0,1,2,17,7,21,0,4,42.20951667,-71.44836944,1,4,3,1,2,2
250063,25,1,2,1,25,2,16,0,3,42.36918889,-71.01956111,1,7,1,10,1,1
250064,25,1,1,1,9,4,5,3,3,42.454075,-70.97546944,3,1,4,1,1,1
250065,25,0,2,3,5,4,17,3,4,42.01021944,-71.06689444,1,1,1,1,1,1
250067,25,0,2,2,23,2,21,3,2,42.00339722,-71.03683889,1,1,2,1,1,1
250068,25,0,1,1,5,5,4,1,1,42.0063,-71.22380556,1,3,2,2,1,1
250069,25,0,1,1,21,7,5,1,1,42.18422778,-71.15916389,1,3,2,1,1,1
250070,25,0,1,1,1,7,17,0,4,41.66574444,-70.09776944,1,5,1,1,1,1
250071,25,0,2,4,5,7,23,3,4,41.89679444,-71.08025278,1,4,3,1,1,4
250072,25,1,1,1,9,1,20,0,4,42.50618611,-70.90146389,3,1,3,1,1,2
250073,25,0,1,1,27,3,13,3,5,42.21781944,-71.986825,1,4,1,1,1,1
250074,25,0,2,3,11,4,13,3,3,42.61885833,-72.81996667,1,1,1,1,1,1
250075,25,0,1,1,9,4,17,0,5,42.54721389,-71.06265556,1,4,1,1,1,1
250076,25,0,1,5,3,5,8,1,1,42.33513611,-73.37785,1,3,1,1,1,5
250077,25,0,1,1,25,5,20,3,3,42.41677778,-70.99091944,1,4,3,1,1,1
250078,25,0,2,2,21,7,2,3,2,42.13620833,-71.06468889,1,1,2,10,1,2
250079,25,0,1,2,15,5,7,0,7,42.25307778,-72.59923889,1,4,1,10,1,2
250080,25,0,2,3,5,7,2,1,1,41.98141944,-71.15810278,1,1,2,1,1,3
250081,25,0,1,1,23,3,7,0,5,41.99422222,-71.02857778,1,4,1,1,1,1
250082,25,0,1,1,27,3,10,0,4,42.09416667,-71.89262778,1,4,1,10,1,1
250083,25,0,1,1,5,5,19,0,7,41.79831944,-71.20120556,1,4,1,10,1,1
250084,25,0,2,3,5,1,1,3,4,41.89677222,-71.08148889,1,1,3,10,1,3
250085,25,0,3,1,11,2,1,0,5,42.55294722,-72.53438333,1,5,2,1,1,1
250086,25,0,2,3,13,4,7,3,4,42.20986944,-72.40652222,1,1,1,4,1,3
250087,25,1,1,5,15,6,23,0,7,42.35178889,-72.61252222,1,1,2,1,1,1
250088,25,1,1,4,13,7,2,0,4,42.18638056,-72.59765,1,4,3,1,1,5
250089,25,2,2,1,25,1,17,0,3,42.29328889,-71.12070833,3,7,1,1,1,1
250090,25,0,1,1,9,1,22,3,3,42.52683056,-70.89382778,1,4,3,1,1,1
250091,25,0,1,1,13,1,19,0,4,42.1158,-72.48219167,1,5,5,1,1,1
250092,25,1,1,1,5,5,17,0,7,41.62647778,-71.00243611,1,1,1,10,1,1
250094,25,1,1,1,27,7,21,0,3,42.57800278,-72.25934444,1,1,2,10,1,1
250095,25,0,1,1,21,4,9,0,4,42.265125,-71.2686,1,5,1,1,1,1
250096,25,1,1,1,25,1,21,3,3,42.27992222,-71.066075,2,1,3,2,1,2
250097,25,0,1,1,13,5,22,2,3,42.16262778,-72.34524167,1,4,3,10,1,1
250098,25,0,2,2,9,2,20,3,3,42.69186389,-71.16058056,2,1,1,1,1,1
250101,25,0,1,1,5,2,1,0,5,41.86960556,-71.296975,1,4,2,1,1,1
250102,25,0,1,1,21,5,17,3,3,42.20426111,-71.26081111,1,4,1,1,1,1
250103,25,0,2,2,27,7,21,1,1,42.15123056,-71.854325,1,1,2,1,1,2
250104,25,0,2,2,3,1,5,3,3,42.47003056,-73.19551389,1,1,4,1,1,2
250105,25,1,1,1,9,1,13,0,4,42.68711111,-71.12031111,1,4,1,1,1,1
250106,25,1,1,1,9,3,16,0,4,42.65703333,-71.14073611,2,1,1,1,1,1
250107,25,0,1,1,9,6,1,0,4,42.85280556,-70.91586389,1,4,3,1,1,1
250108,25,1,1,2,27,6,20,3,3,42.55810556,-71.77349167,2,1,3,1,1,1
250109,25,1,1,2,17,7,14,0,4,42.53717222,-71.08657222,1,1,1,2,1,1
250110,25,0,1,1,3,7,20,0,5,42.44716389,-73.14336111,1,4,5,2,1,1
250111,25,0,2,3,11,3,12,0,4,42.57091944,-72.58578889,1,1,1,2,1,3
250112,25,0,1,1,13,3,6,1,1,42.13688889,-72.63111944,1,3,1,10,1,1
250113,25,0,2,2,25,4,23,0,4,42.24942778,-71.12305278,1,1,3,1,1,2
250114,25,0,1,1,17,6,23,3,3,42.41848889,-71.10681389,1,4,3,1,1,1
250115,25,1,1,1,17,1,3,0,5,42.41010833,-71.04328889,3,1,3,1,1,1
250116,25,0,1,3,13,1,3,1,1,42.17699722,-72.60810833,1,4,3,1,3,3
250117,25,0,1,1,23,1,22,0,4,41.79475833,-70.98756111,1,4,2,1,1,1
250118,25,0,1,1,1,1,22,2,2,41.69055278,-70.20682222,1,3,3,1,1,1
250119,25,0,1,1,25,4,14,0,3,42.31895556,-71.09531944,3,4,1,1,1,1
250120,25,0,2,2,9,5,23,3,3,42.49695833,-70.93146944,1,1,3,10,1,2
250121,25,0,2,2,27,6,14,3,3,42.10524167,-72.07592222,3,1,1,1,1,2
250122,25,0,1,1,9,6,16,3,3,42.68745,-70.98321667,1,4,1,10,1,1
250123,25,1,1,1,13,5,16,0,4,42.13698333,-72.5696,1,1,1,1,1,1
250124,25,0,2,2,27,2,1,1,1,42.47611111,-71.72361111,1,2,2,1,1,1
250125,25,0,2,2,27,2,17,3,3,42.66881944,-72.01710556,1,1,1,1,1,2
250126,25,0,1,2,9,3,7,3,2,42.59363333,-70.75399444,1,4,1,10,2,2
250128,25,0,2,4,27,6,21,2,3,42.14578889,-71.98696111,2,1,3,1,1,2
250129,25,0,4,7,5,5,14,3,2,41.84739444,-71.06251944,1,1,1,1,1,3
250130,25,0,1,1,17,7,0,0,4,42.670475,-71.32729167,1,4,3,1,1,1
250131,25,0,2,4,9,7,14,0,3,42.47363333,-70.98750556,3,1,1,1,1,1
250132,25,1,1,2,9,7,21,0,4,42.81866667,-70.90416111,1,1,3,1,1,1
250133,25,0,2,3,11,6,16,3,3,42.60863889,-72.53538056,1,1,1,10,1,3
250134,25,0,2,2,13,3,14,3,3,42.18791111,-72.34893889,1,1,1,10,1,2
250135,25,0,1,1,21,2,21,0,7,42.11140278,-71.38171389,1,4,3,2,1,1
250136,25,0,2,3,15,7,1,0,4,42.24108056,-72.537575,1,4,2,10,1,3
250137,25,1,1,1,9,7,17,0,7,42.83085833,-70.99983889,1,4,1,1,1,1
250138,25,0,1,2,25,2,15,0,3,42.3403,-71.10993889,1,4,1,1,1,2
250139,25,0,1,1,1,3,7,0,4,41.57280833,-70.63892222,1,4,1,2,1,1
250140,25,1,1,2,27,5,19,3,4,42.56388889,-72.00527778,1,1,1,10,1,1
250141,25,0,1,1,21,6,10,0,4,42.12041389,-71.31077222,1,4,1,1,1,1
250142,25,0,2,2,13,6,14,1,1,42.12138889,-72.60911944,1,1,1,1,1,1
250143,25,0,3,3,5,7,2,3,2,41.86904444,-71.0565,1,1,2,1,1,2
250144,25,0,2,2,25,3,9,0,4,42.32076111,-71.08181667,2,1,1,1,1,1
250145,25,0,2,2,23,3,14,3,5,41.95740833,-70.81542778,3,1,1,1,1,2
250146,25,0,1,1,27,7,23,0,5,42.131,-71.93051944,1,4,3,1,1,1
250147,25,0,5,5,23,5,23,3,2,42.09718889,-71.05827222,1,1,2,2,1,1
250148,25,0,2,6,23,7,22,2,4,41.75888611,-70.72743611,3,1,3,10,2,2
250149,25,0,1,4,21,3,22,3,3,42.18048333,-71.051625,1,4,3,1,2,4
250150,25,0,1,1,11,4,11,3,4,42.51843611,-72.267775,1,1,1,10,1,1
250151,25,0,1,1,13,6,22,0,4,42.179925,-72.38502778,1,4,3,1,1,1
250152,25,0,1,1,9,3,12,0,7,42.67884167,-70.65739167,3,4,1,1,1,1
250153,25,0,1,1,25,1,23,1,1,42.35738889,-71.16586944,1,4,3,2,1,1
250154,25,0,1,1,17,2,6,3,3,42.46503889,-71.14545556,1,4,1,1,1,1
250155,25,1,1,1,21,1,15,0,4,42.25185,-70.99734722,2,1,1,1,1,1
250156,25,1,1,1,23,1,19,3,4,41.88418889,-70.91219444,2,1,5,1,1,1
250157,25,0,2,3,23,1,0,3,3,42.08947778,-71.04185278,1,4,3,1,1,3
250159,25,0,2,2,13,1,18,0,7,42.18398056,-72.4525,1,4,1,10,1,2
250160,25,0,1,1,27,6,1,3,4,42.03815278,-71.89186389,1,5,3,1,1,1
250161,25,0,2,2,9,5,19,2,3,42.78443611,-70.88065833,1,1,1,10,1,1
250162,25,0,2,2,9,4,20,3,4,42.72200278,-71.19455,3,1,5,1,1,1
250163,25,0,2,5,17,1,19,1,1,42.54856111,-71.13670278,1,3,1,2,1,5
250164,25,0,1,1,13,3,10,3,5,42.09487778,-72.14876389,1,4,1,1,1,1
250165,25,0,1,1,23,4,6,3,3,42.1184,-70.73910833,1,4,1,1,1,1
250166,25,1,1,1,25,3,21,0,4,42.26825556,-71.11131389,1,1,3,1,1,1
250167,25,0,3,3,23,3,9,3,3,42.12958611,-70.94999167,1,1,1,1,1,1
250168,25,0,2,3,5,1,15,0,5,41.61885,-70.99886667,1,1,1,10,1,3
250169,25,0,8,18,13,1,2,1,1,42.02775,-72.59016389,1,1,3,1,1,7
250170,25,0,1,1,5,1,3,3,4,41.89371389,-71.07281111,1,4,3,1,1,1
250171,25,1,1,1,25,6,20,0,3,42.40307222,-71.01843611,1,1,3,2,1,1
250172,25,0,1,1,21,5,7,3,3,42.14621667,-71.06639722,1,5,1,1,1,1
250173,25,0,2,4,17,5,14,3,3,42.43090833,-71.03993611,1,1,1,10,1,2
250175,25,1,1,2,13,4,21,2,4,42.16373889,-72.63298889,1,1,2,1,1,1
250176,25,0,2,5,9,6,16,1,1,42.60904444,-70.97213056,1,1,1,1,1,4
250177,25,0,2,3,21,7,5,3,2,42.19927222,-70.96886111,1,4,2,10,1,3
250178,25,0,3,3,5,7,14,2,4,41.96133056,-71.34096944,1,1,1,1,1,2
250180,25,0,2,2,27,5,21,1,1,42.18,-72.23833056,1,1,2,2,1,1
250181,25,0,3,3,5,1,21,3,4,41.94764722,-71.07372778,1,1,3,1,1,2
250182,25,0,1,1,9,2,9,3,3,42.71916389,-70.97834167,1,4,1,1,1,1
250183,25,0,2,2,15,3,14,3,3,42.36968056,-72.69408889,1,1,1,10,1,2
250184,25,0,2,2,17,5,0,3,2,42.51543056,-71.49696111,1,1,2,1,1,2
250185,25,0,1,1,9,5,7,2,3,42.60516389,-70.95745,1,4,2,10,1,1
250186,25,0,1,1,17,1,4,1,1,42.34161111,-71.26296389,1,3,4,1,1,1
250188,25,1,1,1,23,3,19,2,4,41.75687778,-70.71201667,3,1,5,10,1,1
250189,25,0,2,1,23,1,0,0,4,41.93565833,-70.70227778,3,12,3,1,1,1
250190,25,0,2,2,21,1,3,3,3,42.22889722,-71.11483611,3,1,3,1,1,1
250191,25,0,3,4,21,1,14,3,3,42.32874167,-71.13259722,2,1,1,1,1,4
250193,25,0,3,1,15,1,20,2,3,42.28491667,-72.40676944,1,4,2,1,1,1
250194,25,0,1,1,9,5,0,0,7,42.66501111,-70.99332222,1,4,2,1,1,1
250195,25,0,2,2,27,6,16,3,3,42.11892222,-72.00938889,1,1,1,2,1,1
250196,25,0,3,3,17,6,21,3,3,42.39811111,-71.06369444,2,1,3,1,1,2
250200,25,0,1,2,21,1,17,1,1,42.11389722,-71.46618889,1,3,5,1,1,2
250204,25,0,3,5,5,2,16,1,1,41.97855833,-71.29416667,1,1,1,1,1,4
250205,25,1,1,1,17,2,17,3,3,42.36049444,-71.20171111,3,1,1,1,1,1
250206,25,0,2,2,17,3,16,0,4,42.48291389,-71.12081389,3,1,1,1,1,1
250207,25,0,2,2,5,4,6,1,1,41.95265833,-71.32310833,1,1,1,2,1,1
250208,25,0,1,1,13,5,6,3,4,42.04173889,-72.61641667,1,4,1,1,1,1
250209,25,1,1,1,13,5,20,0,4,42.08936111,-72.56235556,1,1,3,1,1,1
250210,25,0,2,2,1,1,13,0,3,41.66661389,-70.30296111,3,1,1,1,1,2
250211,25,1,1,4,13,6,19,0,4,42.11425833,-72.57598333,1,1,3,1,1,1
250212,25,0,1,1,23,7,1,0,7,42.08931111,-70.74064167,1,4,2,1,1,1
250213,25,0,2,3,23,2,16,0,5,42.23962222,-70.90464444,1,4,1,1,1,1
250215,25,0,1,3,23,3,3,3,2,42.10070278,-70.75616389,1,3,2,1,1,3
250217,25,0,2,2,21,3,17,1,1,42.03119444,-71.27355556,1,1,1,1,1,2
250218,25,0,2,3,23,4,22,3,3,42.00491944,-71.03808889,1,4,2,2,1,3
250224,25,0,2,4,27,5,11,2,3,42.13963056,-72.01643889,3,1,1,1,2,2
250225,25,1,1,1,21,6,11,3,3,42.25355,-70.99632778,1,1,1,1,1,1
250226,25,0,2,3,5,7,1,3,4,41.72269444,-71.16021111,6,1,3,10,2,3
250227,25,0,1,1,23,4,19,3,4,42.14405278,-70.947025,1,4,2,2,1,1
250229,25,0,2,3,23,6,20,3,4,41.73729722,-70.83387222,3,1,3,10,1,1
250230,25,0,2,2,17,5,1,1,1,42.52446111,-71.13521111,1,1,2,1,1,1
250231,25,1,2,1,21,6,5,3,2,42.19530556,-70.95843056,1,1,2,10,1,1
250233,25,0,1,1,27,6,22,1,1,42.09158056,-71.86501111,1,4,2,2,1,1
250234,25,0,1,1,17,5,13,0,4,42.36366944,-71.16293889,1,5,1,1,1,1
250235,25,0,1,1,5,6,23,0,4,41.64845833,-70.90932222,1,4,3,1,1,1
250236,25,0,2,3,27,6,17,1,1,42.2054,-71.80776944,1,1,1,1,1,1
250237,25,1,1,1,21,3,10,0,7,42.27166389,-71.02246389,3,1,1,1,1,1
250238,25,0,1,1,17,1,2,3,3,42.64335833,-71.34038333,1,2,3,1,1,1
250239,25,0,1,1,1,4,14,0,4,41.56396944,-70.56256944,1,4,1,1,1,1
250240,25,0,2,2,25,7,23,0,3,42.33436111,-71.06187778,1,1,3,2,1,2
250244,25,0,2,3,27,3,23,0,4,42.21848611,-71.79675,3,1,3,1,1,3
250245,25,1,2,2,13,1,19,0,5,42.09894444,-72.56674167,1,1,3,1,1,1
250246,25,0,2,2,13,2,1,1,1,42.14035556,-72.61244444,1,2,3,1,1,1
250247,25,0,2,1,13,6,0,0,3,42.10384444,-72.49573333,1,4,3,1,1,1
250248,25,1,1,2,9,1,19,0,4,42.51836111,-70.95181389,1,1,3,1,1,1
250249,25,0,1,1,21,3,3,1,1,42.03663056,-71.2958,1,4,2,1,1,1
250250,25,1,1,1,3,5,7,0,4,42.45339167,-73.28668333,1,5,1,1,1,1
250251,25,0,2,5,9,5,13,0,7,42.46791667,-70.97336667,1,1,1,1,1,1
250253,25,0,2,2,23,1,14,3,4,41.82098889,-70.92626111,3,1,1,1,1,1
250254,25,0,1,1,21,3,13,3,2,42.158475,-71.06898056,1,4,1,1,1,1
250255,25,0,2,4,21,1,4,1,1,42.20383611,-71.07664444,1,1,2,1,1,1
250256,25,0,1,1,5,5,4,3,3,41.72787222,-70.94973889,1,4,2,1,1,1
250257,25,1,1,1,9,6,18,3,3,42.49486111,-70.86582778,1,1,5,1,1,1
250258,25,0,2,2,17,7,1,1,1,42.471,-71.24376667,1,1,2,1,2,2
250259,25,0,2,2,3,1,13,0,4,42.46378333,-73.27370556,2,1,1,10,1,2
250260,25,0,2,2,13,6,21,1,1,42.14201667,-72.718975,1,1,2,1,1,1
250262,25,2,1,1,23,2,6,0,4,42.253,-70.8567,1,1,2,2,1,2
250264,25,0,1,1,11,2,16,0,7,42.64176944,-72.5771,1,4,2,1,1,1
250265,25,0,2,2,5,5,11,1,1,41.68101944,-71.12216111,1,1,1,1,1,1
250267,25,0,3,3,23,5,16,3,3,41.96213889,-70.97142778,1,1,1,1,1,1
250268,25,0,4,5,1,3,13,3,3,41.61680278,-70.50959167,1,1,1,1,1,3
250269,25,1,1,3,1,4,21,3,3,41.68315556,-70.32804722,2,1,2,1,1,1
250272,25,0,2,3,13,2,16,3,4,42.14638611,-72.49418611,3,1,1,1,1,1
250273,25,1,1,1,27,5,19,0,4,42.5748,-71.99543611,2,1,3,1,1,1
250274,25,0,1,1,21,7,17,0,7,42.08092222,-71.33025,1,4,2,1,1,1
250275,25,1,1,2,23,6,6,3,3,42.08915278,-71.04489722,1,1,3,1,1,1
250276,25,0,3,7,9,5,21,1,1,42.68952778,-71.14159444,1,1,3,1,1,4
250277,25,0,1,2,13,2,22,0,5,42.12276111,-72.51976111,1,4,3,1,1,2
250278,25,0,1,1,7,3,22,0,5,41.42093333,-70.66426389,1,4,2,1,1,1
250279,25,1,1,3,5,6,5,3,2,41.7514,-71.11938889,1,1,2,5,1,1
